FIPS,CTYNAME,abbrv,state,county,ID,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12011,Broward County,FL,FL,Broward,278,0.314,0.665,822837,258521,546956,0.347,0.645,959418,333346,618597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17009,Brown County,IL,IL,Brown,279,0.76,0.203,2336,1776,475,0.765,0.192,2523,1930,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18013,Brown County,IN,IN,Brown,280,0.634,0.318,7908,5015,2518,0.644,0.337,8886,5725,2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20013,Brown County,KS,KS,Brown,281,0.722,0.215,3960,2861,850,0.729,0.247,4396,3206,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27015,Brown County,MN,MN,Brown,282,0.637,0.275,13663,8708,3763,0.653,0.325,14630,9550,4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31017,Brown County,NE,NE,Brown,283,0.874,0.097,1579,1380,153,0.876,0.113,1676,1468,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39015,Brown County,OH,OH,Brown,284,0.745,0.223,19139,14257,4270,0.779,0.21,20586,16032,4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46013,Brown County,SD,SD,Brown,285,0.597,0.338,16113,9613,5452,0.603,0.373,17547,10580,6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48049,Brown County,TX,TX,Brown,286,0.861,0.116,13949,12010,1621,0.858,0.132,15940,13681,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55009,Brown County,WI,WI,Brown,287,0.527,0.419,127497,67192,53358,0.527,0.455,144011,75865,65509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46015,Brule County,SD,SD,Brule,288,0.684,0.25,2288,1565,571,0.703,0.27,2490,1750,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37019,Brunswick County,NC,NC,Brunswick,289,0.631,0.344,67255,42440,23117,0.621,0.37,89183,55373,32984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51025,Brunswick County,VA,VA,Brunswick,290,0.398,0.585,7645,3045,4473,0.422,0.573,7948,3357,4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,Bryan County,GA,GA,Bryan,291,0.698,0.266,15063,10513,4010,0.667,0.316,21340,14244,6739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40013,Bryan County,OK,OK,Bryan,292,0.759,0.203,13775,10449,2793,0.773,0.208,15976,12344,3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19019,Buchanan County,IA,IA,Buchanan,293,0.543,0.391,10137,5504,3966,0.596,0.387,10764,6420,4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29021,Buchanan County,MO,MO,Buchanan,294,0.599,0.338,35563,21315,12010,0.612,0.366,36713,22450,13445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51027,Buchanan County,VA,VA,Buchanan,295,0.791,0.187,9220,7292,1721,0.836,0.16,9942,8311,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51029,Buckingham County,VA,VA,Buckingham,296,0.545,0.429,7284,3969,3128,0.56,0.428,8108,4544,3471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42017,Bucks County,PA,PA,Bucks,297,0.478,0.484,342572,163873,165861,0.473,0.516,389093,184149,200854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51530,Buena Vista city,VA,IA,Buena Vista city,299,0.598,0.289,2395,1432,693,0.662,0.293,2815,1863,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19021,Buena Vista County,IA,VA,Buena Vista,298,0.598,0.349,8179,4895,2851,0.62,0.362,8072,5004,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31019,Buffalo County,NE,NE,Buffalo,300,0.704,0.229,20477,14424,4690,0.705,0.269,23589,16640,6350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46017,Buffalo County,SD,SD,Buffalo,301,0.349,0.604,490,171,296,0.333,0.641,549,183,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55011,Buffalo County,WI,WI,Buffalo,302,0.585,0.366,6921,4049,2531,0.618,0.366,7816,4834,2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21029,Bullitt County,KY,KY,Bullitt,303,0.727,0.229,36054,26210,8255,0.732,0.251,41964,30708,10551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13031,Bulloch County,GA,GA,Bulloch,304,0.599,0.365,24151,14476,8812,0.611,0.374,30084,18386,11243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Bullock County,AL,AL,Bullock,305,0.242,0.751,4701,1139,3530,0.248,0.747,4603,1143,3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37021,Buncombe County,NC,NC,Buncombe,306,0.411,0.557,134507,55339,74937,0.387,0.599,160855,62253,96383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17011,Bureau County,IL,IL,Bureau,307,0.568,0.369,16303,9264,6010,0.599,0.381,17182,10296,6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13033,Burke County,GA,GA,Burke,308,0.48,0.506,9350,4491,4730,0.505,0.488,10684,5400,5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37023,Burke County,NC,NC,Burke,309,0.684,0.29,37638,25741,10930,0.697,0.294,44182,30814,12985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
